date,day_nb,from,to,result,Max.Agg.Aggressor,Max.agg.victim,winner,loser,draw
2016-04-29,485,flyn,coco,1,Displace,Submission only,flyn,coco,FALSE
2016-04-29,485,flyn,panc,1,Displace,Submission only,flyn,panc,FALSE
2016-04-29,485,ging,wokb,1,Charge,Submission only,ging,wokb,FALSE
2016-04-29,485,home,daen,1,Displace,Submission only,home,daen,FALSE
2016-04-29,485,lucy,cact,1,Physical contact,Submission only,lucy,cact,FALSE
2016-04-29,485,lucy,gizm,1,Displace,Submission only,lucy,gizm,FALSE
2016-04-29,485,mori,gizm,1,Displace,Submission only,mori,gizm,FALSE
2016-04-29,485,ocea,gizm,1,Displace,Submission only,ocea,gizm,FALSE
2016-04-29,485,omni,wolo,1,Physical contact,Submission only,omni,wolo,FALSE
2016-04-29,485,panc,funk,1,Displace,Submission only,panc,funk,FALSE
2016-04-29,485,panc,flyn,1,Chase,Facial threat,panc,flyn,FALSE
2016-04-29,485,panc,mori,1,Displace,Submission only,panc,mori,FALSE
2016-04-29,485,panc,mori,1,Displace,Submission only,panc,mori,FALSE
2016-04-29,485,phoe,gizm,1,Displace,Submission only,phoe,gizm,FALSE
2016-04-29,485,phoe,cind,1,Vocal threat,Submission only,phoe,cind,FALSE
2016-04-29,485,phoe,gizm,1,Facial threat,Submission only,phoe,gizm,FALSE
2016-04-29,485,phoe,daen,1,Facial threat,Submission only,phoe,daen,FALSE
2016-04-29,485,sash,flo,1,Displace,Submission only,sash,flo,FALSE
2016-04-29,485,sash,holl,1,Displace,Submission only,sash,holl,FALSE
2016-04-29,485,sash,wokb,1,Displace,Submission only,sash,wokb,FALSE
2016-04-29,485,sash,lucy,1,Displace,Facial threat,sash,lucy,FALSE
2016-04-29,485,sash,coco,1,Displace,Submission only,sash,coco,FALSE
2016-04-29,485,wokb,fina,1,Facial threat,Facial threat,wokb,fina,FALSE
2016-04-29,485,gizm,dori,2,Charge,Physical contact,dori,gizm,FALSE
2016-04-29,485,gizm,flo,2,Physical contact,Charge,flo,gizm,FALSE
2016-04-29,485,panc,flyn,2,Chase,Displace,flyn,panc,FALSE
2016-04-29,485,flyn,ging,2,Facial threat,Charge,ging,flyn,FALSE
2016-04-29,485,flyn,saff,2,Charge,Charge,saff,flyn,FALSE
2016-04-29,485,fina,holl,3,Facial threat,Facial threat,holl,fina,TRUE
2016-05-02,488,fay,lucy,1,Displace,Vocal threat,fay,lucy,FALSE
2016-05-02,488,flyn,wokb,1,Displace,Submission only,flyn,wokb,FALSE
2016-05-02,488,holl,funk,1,Displace,Submission only,holl,funk,FALSE
2016-05-02,488,holl,ocea,1,Physical contact,Vocal threat,holl,ocea,FALSE
2016-05-02,488,lucy,oreo,1,Physical contact,Submission only,lucy,oreo,FALSE
2016-05-02,488,sash,wokb,1,Displace,Submission only,sash,wokb,FALSE
2016-05-02,488,wokb,dire,2,Physical contact,Lunge,dire,wokb,FALSE
2016-05-02,488,panc,flyn,2,Facial threat,Displace,flyn,panc,FALSE
2016-05-02,488,panc,flyn,2,Charge,Ignore,flyn,panc,FALSE
2016-05-02,488,lucy,panc,3,Physical contact,Lunge,panc,lucy,TRUE
2016-05-03,489,flyn,panc,1,Physical contact,Physical contact,flyn,panc,FALSE
2016-05-03,489,lucy,flyn,1,Chase,Lunge,lucy,flyn,FALSE
2016-05-03,489,sash,wokb,1,Displace,Submission only,sash,wokb,FALSE
2016-05-04,490,fay,puck,1,Facial threat,Submission only,fay,puck,FALSE
2016-05-04,490,fay,lucy,1,Charge,Submission only,fay,lucy,FALSE
2016-05-04,490,flyn,panc,1,Displace,Submission only,flyn,panc,FALSE
2016-05-04,490,flyn,panc,1,Displace,Submission only,flyn,panc,FALSE
2016-05-04,490,flyn,panc,1,Displace,Submission only,flyn,panc,FALSE
2016-05-04,490,gats,dire,1,Physical contact,Submission only,gats,dire,FALSE
2016-05-04,490,ging,hect,1,Lunge,Facial threat,ging,hect,FALSE
2016-05-04,490,lore,dire,1,Facial threat,Submission only,lore,dire,FALSE
2016-05-04,490,lucy,oreo,1,Physical contact,Submission only,lucy,oreo,FALSE
2016-05-04,490,lucy,dori,1,Charge,Submission only,lucy,dori,FALSE
2016-05-04,490,lucy,phoe,1,Unknown,Unknown,lucy,phoe,FALSE
2016-05-04,490,lucy,holl,1,Chase,Facial threat,lucy,holl,FALSE
2016-05-04,490,panc,gats,1,Supplant,Submission only,panc,gats,FALSE
2016-05-04,490,panc,flyn,1,Chase,Submission only,panc,flyn,FALSE
2016-05-04,490,phoe,hect,1,Physical contact,Submission only,phoe,hect,FALSE
2016-05-04,490,phoe,holl,1,Displace,Submission only,phoe,holl,FALSE
2016-05-04,490,sash,ging,1,Displace,Facial threat,sash,ging,FALSE
2016-05-04,490,sash,wokb,1,Displace,Submission only,sash,wokb,FALSE
2016-05-04,490,wolo,dori,1,Charge,Facial threat,wolo,dori,FALSE
2016-05-04,490,cola,flo,3,Charge,Facial threat,flo,cola,TRUE
2016-05-06,492,dori,gizm,1,Physical contact,Facial threat,dori,gizm,FALSE
2016-05-06,492,fay,flo,1,Supplant,Submission only,fay,flo,FALSE
2016-05-06,492,flyn,panc,1,Displace,Facial threat,flyn,panc,FALSE
2016-05-06,492,lucy,flo,1,Displace,Facial threat,lucy,flo,FALSE
2016-05-06,492,oreo,wolo,1,Physical contact,Facial threat,oreo,wolo,FALSE
2016-05-06,492,sash,flo,1,Displace,Submission only,sash,flo,FALSE
2016-05-06,492,sash,flo,1,Displace,Submission only,sash,flo,FALSE
2016-05-06,492,sash,phoe,1,Displace,Submission only,sash,phoe,FALSE
2016-05-07,493,cind,wokb,1,Charge,Facial threat,cind,wokb,FALSE
2016-05-07,493,coco,lucy,1,Charge,Submission only,coco,lucy,FALSE
2016-05-07,493,flo,wokb,1,Supplant,Submission only,flo,wokb,FALSE
2016-05-07,493,flyn,panc,1,Displace,Submission only,flyn,panc,FALSE
2016-05-07,493,lucy,cind,1,Physical contact,Submission only,lucy,cind,FALSE
2016-05-07,493,lucy,panc,1,Charge,Submission only,lucy,panc,FALSE
2016-05-07,493,panc,flyn,1,Physical contact,Physical contact,panc,flyn,FALSE
2016-05-07,493,sash,lucy,1,Displace,Submission only,sash,lucy,FALSE
2016-05-07,493,sash,dori,1,Displace,Submission only,sash,dori,FALSE
2016-05-07,493,wokb,ocea,1,Displace,Submission only,wokb,ocea,FALSE
2016-05-07,493,panc,flyn,2,Vocal threat,Facial threat,flyn,panc,FALSE
2016-05-07,493,fay,panc,3,Facial threat,Ignore,panc,fay,TRUE
2016-05-09,495,coco,cact,1,Charge,Submission only,coco,cact,FALSE
2016-05-09,495,dori,ocea,1,Supplant,Submission only,dori,ocea,FALSE
2016-05-09,495,dori,ocea,1,Physical contact,Lunge,dori,ocea,FALSE
2016-05-09,495,fay,ocea,1,Supplant,Submission only,fay,ocea,FALSE
2016-05-09,495,flyn,panc,1,Supplant,Vocal threat,flyn,panc,FALSE
2016-05-09,495,flyn,panc,1,Displace,Facial threat,flyn,panc,FALSE
2016-05-09,495,flyn,panc,1,Displace,Submission only,flyn,panc,FALSE
2016-05-09,495,lucy,flo,1,Charge,Submission only,lucy,flo,FALSE
2016-05-09,495,panc,flyn,1,Chase,Submission only,panc,flyn,FALSE
2016-05-09,495,saff,funk,1,Physical contact,Vocal threat,saff,funk,FALSE
2016-05-09,495,sash,fay,1,Supplant,Submission only,sash,fay,FALSE
2016-05-09,495,sash,fent,1,Supplant,Submission only,sash,fent,FALSE
2016-05-09,495,panc,flyn,2,Facial threat,Facial threat,flyn,panc,FALSE
2016-05-09,495,panc,flyn,3,Facial threat,Facial threat,flyn,panc,TRUE
2016-05-11,497,dori,ocea,1,Displace,Submission only,dori,ocea,FALSE
2016-05-11,497,fina,oreo,1,Charge,Facial threat,fina,oreo,FALSE
2016-05-11,497,flo,flyn,1,Charge,Submission only,flo,flyn,FALSE
2016-05-11,497,flo,ging,1,Physical contact,Physical contact,flo,ging,FALSE
2016-05-11,497,holl,ocea,1,Displace,Submission only,holl,ocea,FALSE
2016-05-11,497,holl,dori,1,Charge,Submission only,holl,dori,FALSE
2016-05-11,497,panc,daen,1,Physical contact,Facial threat,panc,daen,FALSE
2016-05-11,497,panc,flyn,1,Facial threat,Facial threat,panc,flyn,FALSE
2016-05-11,497,panc,flyn,1,Displace,Submission only,panc,flyn,FALSE
2016-05-11,497,phoe,cact,1,Displace,Submission only,phoe,cact,FALSE
2016-05-11,497,sash,flo,1,Displace,Submission only,sash,flo,FALSE
2016-05-11,497,sash,magn,1,Charge,Submission only,sash,magn,FALSE
2016-05-11,497,sash,flo,1,Displace,Submission only,sash,flo,FALSE
2016-05-12,498,coco,gats,1,Physical contact,Submission only,coco,gats,FALSE
2016-05-12,498,fay,ging,1,Physical contact,Submission only,fay,ging,FALSE
2016-05-12,498,holl,flyn,1,Lunge,Facial threat,holl,flyn,FALSE
2016-05-12,498,lore,pean,1,Chase,Facial threat,lore,pean,FALSE
2016-05-12,498,lucy,oreo,1,Chase,Submission only,lucy,oreo,FALSE
2016-05-12,498,phoe,holl,1,Supplant,Submission only,phoe,holl,FALSE
2016-05-12,498,sash,flo,1,Displace,Submission only,sash,flo,FALSE
2016-05-12,498,sash,dori,1,Displace,Submission only,sash,dori,FALSE
2016-05-12,498,panc,flyn,3,Charge,Facial threat,flyn,panc,TRUE
2016-05-13,499,cind,holl,1,Physical contact,Facial threat,cind,holl,FALSE
2016-05-13,499,coco,flo,1,Displace,Submission only,coco,flo,FALSE
2016-05-13,499,coco,gats,1,Physical contact,Submission only,coco,gats,FALSE
2016-05-13,499,coco,lore,1,Physical contact,Submission only,coco,lore,FALSE
2016-05-13,499,dori,wood,1,Physical contact,Submission only,dori,wood,FALSE
2016-05-13,499,dori,flyn,1,Charge,Facial threat,dori,flyn,FALSE
2016-05-13,499,flo,dori,1,Physical contact,Facial threat,flo,dori,FALSE
2016-05-13,499,flo,cind,1,Facial threat,Charge,flo,cind,FALSE
2016-05-13,499,flo,dori,1,Displace,Submission only,flo,dori,FALSE
2016-05-13,499,flyn,panc,1,Displace,Facial threat,flyn,panc,FALSE
2016-05-13,499,holl,dori,1,Physical contact,Facial threat,holl,dori,FALSE
2016-05-13,499,holl,flo,1,Displace,Submission only,holl,flo,FALSE
2016-05-13,499,lucy,ging,1,Displace,Submission only,lucy,ging,FALSE
2016-05-13,499,lucy,holl,1,Displace,Submission only,lucy,holl,FALSE
2016-05-13,499,ocea,lore,1,Facial threat,Submission only,ocea,lore,FALSE
2016-05-13,499,panc,flyn,1,Chase,Physical contact,panc,flyn,FALSE
2016-05-13,499,panc,flyn,1,Charge,Submission only,panc,flyn,FALSE
2016-05-13,499,panc,saff,1,Displace,Charge,panc,saff,FALSE
2016-05-13,499,pean,flo,1,Chase,Submission only,pean,flo,FALSE
2016-05-13,499,phoe,holl,1,Facial threat,Facial threat,phoe,holl,FALSE
2016-05-13,499,phoe,gizm,1,Chase,Submission only,phoe,gizm,FALSE
2016-05-13,499,phoe,flo,1,Vocal threat,Submission only,phoe,flo,FALSE
2016-05-13,499,saff,flo,1,Displace,Submission only,saff,flo,FALSE
2016-05-13,499,sash,saff,1,Supplant,Submission only,sash,saff,FALSE
2016-05-13,499,sash,coco,1,Physical contact,Submission only,sash,coco,FALSE
2016-05-13,499,sash,coco,1,Displace,Submission only,sash,coco,FALSE
2016-05-13,499,sash,flo,1,Charge,Submission only,sash,flo,FALSE
2016-05-13,499,sash,flo,1,Displace,Submission only,sash,flo,FALSE
2016-05-13,499,sash,flo,1,Displace,Submission only,sash,flo,FALSE
2016-05-13,499,wolo,dori,2,Facial threat,Physical contact,dori,wolo,FALSE
2016-05-13,499,lucy,fay,2,Vocal threat,Facial threat,fay,lucy,FALSE
2016-05-13,499,flyn,panc,2,Charge,Chase,panc,flyn,FALSE
2016-05-13,499,lore,octo,3,Facial threat,Ignore,octo,lore,TRUE
2016-05-13,499,lore,fina,3,Physical contact,Physical contact,fina,lore,TRUE
2016-05-13,499,lucy,flo,3,Charge,Charge,flo,lucy,TRUE
2016-05-16,502,coco,flyn,1,Charge,Submission only,coco,flyn,FALSE
2016-05-16,502,cola,ging,1,Physical contact,Charge,cola,ging,FALSE
2016-05-16,502,dori,oreo,1,Displace,Facial threat,dori,oreo,FALSE
2016-05-16,502,dori,cola,1,Charge,Facial threat,dori,cola,FALSE
2016-05-16,502,fay,cola,1,Physical contact,Facial threat,fay,cola,FALSE
2016-05-16,502,flo,cind,1,Facial threat,Submission only,flo,cind,FALSE
2016-05-16,502,flyn,panc,1,Displace,Submission only,flyn,panc,FALSE
2016-05-16,502,holl,wokb,1,Displace,Submission only,holl,wokb,FALSE
2016-05-16,502,holl,wokb,1,Displace,Submission only,holl,wokb,FALSE
2016-05-16,502,holl,wokb,1,Displace,Submission only,holl,wokb,FALSE
2016-05-16,502,holl,wokb,1,Displace,Submission only,holl,wokb,FALSE
2016-05-16,502,lucy,holl,1,Supplant,Submission only,lucy,holl,FALSE
2016-05-16,502,lucy,panc,1,Charge,Submission only,lucy,panc,FALSE
2016-05-16,502,panc,daen,1,Displace,Submission only,panc,daen,FALSE
2016-05-16,502,panc,razo,1,Displace,Submission only,panc,razo,FALSE
2016-05-16,502,sash,dori,1,Displace,Submission only,sash,dori,FALSE
2016-05-16,502,wokb,ocea,1,Charge,Submission only,wokb,ocea,FALSE
2016-05-16,502,wokb,cind,1,Charge,Facial threat,wokb,cind,FALSE
2016-05-16,502,wokb,ocea,1,Charge,Facial threat,wokb,ocea,FALSE
2016-05-16,502,wokb,gats,1,Facial threat,Submission only,wokb,gats,FALSE
2016-05-16,502,fent,flo,2,Physical contact,Facial threat,flo,fent,FALSE
2016-05-17,503,fay,wokb,1,Charge,Submission only,fay,wokb,FALSE
2016-05-17,503,fina,pean,1,Physical contact,Facial threat,fina,pean,FALSE
2016-05-17,503,funk,magn,1,Charge,Submission only,funk,magn,FALSE
2016-05-17,503,ging,wolo,1,Physical contact,Submission only,ging,wolo,FALSE
2016-05-17,503,panc,magn,1,Displace,Submission only,panc,magn,FALSE
2016-05-17,503,phoe,dori,1,Supplant,Submission only,phoe,dori,FALSE
2016-05-17,503,phoe,dori,1,Facial threat,Submission only,phoe,dori,FALSE
2016-05-17,503,phoe,razo,1,Charge,Facial threat,phoe,razo,FALSE
2016-05-17,503,sash,lucy,1,Supplant,Vocal threat,sash,lucy,FALSE
2016-05-17,503,sash,fina,1,Physical contact,Submission only,sash,fina,FALSE
2016-05-17,503,sash,lucy,1,Charge,Vocal threat,sash,lucy,FALSE
2016-05-18,504,tyle,mori,1,Displace,Submission only,tyle,mori,FALSE
2016-05-19,505,dori,ging,1,Chase,Facial threat,dori,ging,FALSE
2016-05-19,505,dori,wokb,1,Displace,Submission only,dori,wokb,FALSE
2016-05-19,505,flyn,panc,1,Displace,Submission only,flyn,panc,FALSE
2016-05-19,505,flyn,panc,1,Displace,Submission only,flyn,panc,FALSE
2016-05-19,505,flyn,panc,1,Displace,Submission only,flyn,panc,FALSE
2016-05-19,505,flyn,panc,1,Displace,Submission only,flyn,panc,FALSE
2016-05-19,505,panc,fent,1,Supplant,Submission only,panc,fent,FALSE
2016-05-19,505,sash,flo,1,Displace,Submission only,sash,flo,FALSE
2016-05-19,505,sash,panc,1,Charge,Submission only,sash,panc,FALSE
2016-05-20,506,funk,razo,1,Charge,Facial threat,funk,razo,FALSE
2016-05-20,506,holl,flo,1,Displace,Submission only,holl,flo,FALSE
2016-05-20,506,holl,flo,1,Charge,Submission only,holl,flo,FALSE
2016-05-20,506,lucy,flo,1,Displace,Submission only,lucy,flo,FALSE
2016-05-20,506,phoe,flo,1,Charge,Submission only,phoe,flo,FALSE
2016-05-20,506,saff,dori,1,Physical contact,Physical contact,saff,dori,FALSE
2016-05-20,506,sash,coco,1,Displace,Submission only,sash,coco,FALSE
2016-05-20,506,sash,holl,1,Physical contact,Submission only,sash,holl,FALSE
2016-05-20,506,socr,saff,1,Physical contact,Physical contact,socr,saff,FALSE
2016-05-20,506,gats,lucy,2,Physical contact,Physical contact,lucy,gats,FALSE
2016-05-23,509,cact,daen,1,Physical contact,Submission only,cact,daen,FALSE
2016-05-23,509,cind,fina,1,Physical contact,Submission only,cind,fina,FALSE
2016-05-23,509,cind,gizm,1,Charge,Submission only,cind,gizm,FALSE
2016-05-23,509,dori,daen,1,Facial threat,Submission only,dori,daen,FALSE
2016-05-23,509,dori,ocea,1,Displace,Facial threat,dori,ocea,FALSE
2016-05-23,509,fay,oreo,1,Vocal threat,Submission only,fay,oreo,FALSE
2016-05-23,509,flo,dori,1,Supplant,Submission only,flo,dori,FALSE
2016-05-23,509,flyn,panc,1,Displace,Submission only,flyn,panc,FALSE
2016-05-23,509,flyn,magn,1,Displace,Submission only,flyn,magn,FALSE
2016-05-23,509,flyn,panc,1,Displace,Submission only,flyn,panc,FALSE
2016-05-23,509,ging,wolo,1,Displace,Submission only,ging,wolo,FALSE
2016-05-23,509,gizm,dori,1,Charge,Submission only,gizm,dori,FALSE
2016-05-23,509,lucy,wokb,1,Displace,Submission only,lucy,wokb,FALSE
2016-05-23,509,magn,razo,1,Chase,Submission only,magn,razo,FALSE
2016-05-23,509,ocea,flyn,1,Physical contact,Submission only,ocea,flyn,FALSE
2016-05-23,509,panc,wood,1,Lunge,Submission only,panc,wood,FALSE
2016-05-23,509,panc,wokb,1,Displace,Submission only,panc,wokb,FALSE
2016-05-23,509,panc,magn,1,Charge,Submission only,panc,magn,FALSE
2016-05-23,509,panc,razo,1,Displace,Submission only,panc,razo,FALSE
2016-05-23,509,pean,dori,1,Charge,Facial threat,pean,dori,FALSE
2016-05-23,509,phoe,daen,1,Physical contact,Submission only,phoe,daen,FALSE
2016-05-23,509,phoe,cind,1,Facial threat,Facial threat,phoe,cind,FALSE
2016-05-23,509,sash,gizm,1,Physical contact,Submission only,sash,gizm,FALSE
2016-05-23,509,sash,fina,1,Displace,Submission only,sash,fina,FALSE
2016-05-23,509,wokb,wood,1,Facial threat,Submission only,wokb,wood,FALSE
2016-05-23,509,wokb,razo,1,Charge,Submission only,wokb,razo,FALSE
2016-05-23,509,wokb,razo,1,Facial threat,Submission only,wokb,razo,FALSE
2016-05-23,509,panc,flyn,2,Vocal threat,Ignore,flyn,panc,FALSE
2016-05-23,509,panc,flyn,2,Vocal threat,Displace,flyn,panc,FALSE
2016-05-23,509,panc,flyn,2,Vocal threat,Ignore,flyn,panc,FALSE
2016-05-23,509,panc,flyn,2,Facial threat,Ignore,flyn,panc,FALSE
2016-05-23,509,razo,phoe,2,Facial threat,Chase,phoe,razo,FALSE
2016-05-23,509,wokb,spoc,2,Physical contact,Physical contact,spoc,wokb,FALSE
2016-05-23,509,panc,flyn,3,Facial threat,Facial threat,flyn,panc,TRUE
2016-05-23,509,magn,razo,3,Facial threat,Facial threat,razo,magn,TRUE
2016-05-25,511,cind,gizm,1,Physical contact,Submission only,cind,gizm,FALSE
2016-05-25,511,dori,panc,1,Physical contact,Facial threat,dori,panc,FALSE
2016-05-25,511,fay,phoe,1,Displace,Submission only,fay,phoe,FALSE
2016-05-25,511,fay,phoe,1,Displace,Submission only,fay,phoe,FALSE
2016-05-25,511,flo,ocea,1,Supplant,Submission only,flo,ocea,FALSE
2016-05-25,511,flo,swee,1,Facial threat,Unknown,flo,swee,FALSE
2016-05-25,511,flo,wokb,1,Displace,Submission only,flo,wokb,FALSE
2016-05-25,511,flyn,panc,1,Displace,Submission only,flyn,panc,FALSE
2016-05-25,511,holl,ocea,1,Supplant,Submission only,holl,ocea,FALSE
2016-05-25,511,lucy,flyn,1,Facial threat,Submission only,lucy,flyn,FALSE
2016-05-25,511,lucy,dori,1,Vocal threat,Submission only,lucy,dori,FALSE
2016-05-25,511,lucy,holl,1,Displace,Submission only,lucy,holl,FALSE
2016-05-25,511,panc,flyn,1,Charge,Submission only,panc,flyn,FALSE
2016-05-25,511,panc,lore,1,Charge,Submission only,panc,lore,FALSE
2016-05-25,511,panc,swee,1,Physical contact,Submission only,panc,swee,FALSE
2016-05-25,511,pean,dori,1,Charge,Facial threat,pean,dori,FALSE
2016-05-25,511,phoe,holl,1,Supplant,Submission only,phoe,holl,FALSE
2016-05-25,511,phoe,flo,1,Supplant,Submission only,phoe,flo,FALSE
2016-05-25,511,phoe,dori,1,Displace,Submission only,phoe,dori,FALSE
2016-05-25,511,phoe,flyn,1,Chase,Submission only,phoe,flyn,FALSE
2016-05-25,511,phoe,wokb,1,Displace,Submission only,phoe,wokb,FALSE
2016-05-25,511,sarg,coco,1,Charge,Facial threat,sarg,coco,FALSE
2016-05-25,511,sash,lucy,1,Displace,Submission only,sash,lucy,FALSE
2016-05-25,511,sash,cact,1,Physical contact,Submission only,sash,cact,FALSE
2016-05-25,511,panc,flyn,2,Vocal threat,Ignore,flyn,panc,FALSE
2016-05-25,511,razo,ging,2,Charge,Facial threat,ging,razo,FALSE
2016-05-25,511,holl,omni,3,Charge,Charge,omni,holl,TRUE
2016-05-26,512,coco,panc,1,Physical contact,Physical contact,coco,panc,FALSE
2016-05-26,512,gizm,dori,1,Lunge,Lunge,gizm,dori,FALSE
2016-05-26,512,holl,dori,1,Displace,Submission only,holl,dori,FALSE
2016-05-26,512,home,dori,1,Vocal threat,Facial threat,home,dori,FALSE
2016-05-26,512,lucy,fina,1,Physical contact,Vocal threat,lucy,fina,FALSE
2016-05-26,512,panc,razo,1,Charge,Submission only,panc,razo,FALSE
2016-05-26,512,panc,razo,1,Displace,Submission only,panc,razo,FALSE
2016-05-26,512,phoe,dori,1,Supplant,Submission only,phoe,dori,FALSE
2016-05-26,512,home,dori,2,Facial threat,Facial threat,dori,home,FALSE
2016-05-27,513,fay,flo,1,Displace,Submission only,fay,flo,FALSE
2016-05-27,513,fent,oreo,1,Physical contact,Vocal threat,fent,oreo,FALSE
2016-05-27,513,lucy,fina,1,Charge,Submission only,lucy,fina,FALSE
2016-05-27,513,sash,flo,1,Displace,Submission only,sash,flo,FALSE
2016-05-27,513,sash,coco,1,Displace,Submission only,sash,coco,FALSE
2016-05-27,513,sash,lucy,1,Displace,Displace,sash,lucy,FALSE
