date,day_nb,from,to,result,Max.Agg.Aggressor,Max.agg.victim,winner,loser,draw
2015-08-20,232,funk,gats,1,Physical contact,Submission only,funk,gats,FALSE
2015-08-20,232,ging,carm,1,Charge,Submission only,ging,carm,FALSE
2015-08-20,232,gizm,fina,1,Supplant,Submission only,gizm,fina,FALSE
2015-08-20,232,gizm,cind,1,Charge,Facial threat,gizm,cind,FALSE
2015-08-20,232,gizm,fina,1,Displace,Submission only,gizm,fina,FALSE
2015-08-20,232,holl,wolo,1,Charge,Submission only,holl,wolo,FALSE
2015-08-20,232,holl,carm,1,Charge,Submission only,holl,carm,FALSE
2015-08-20,232,lore,wolo,1,Physical contact,Submission only,lore,wolo,FALSE
2015-08-20,232,mori,uthe,1,Supplant,Submission only,mori,uthe,FALSE
2015-08-20,232,mori,phoe,1,Supplant,Submission only,mori,phoe,FALSE
2015-08-20,232,mori,uthe,1,Displace,Submission only,mori,uthe,FALSE
2015-08-20,232,mori,lore,1,Facial threat,Submission only,mori,lore,FALSE
2015-08-20,232,mori,ring,1,Displace,Submission only,mori,ring,FALSE
2015-08-20,232,ocea,fina,1,Charge,Submission only,ocea,fina,FALSE
2015-08-20,232,panc,mori,1,Lunge,Submission only,panc,mori,FALSE
2015-08-20,232,panc,saff,1,Displace,Submission only,panc,saff,FALSE
2015-08-20,232,panc,saff,1,Charge,Ignore,panc,saff,FALSE
2015-08-20,232,panc,coco,1,Displace,Submission only,panc,coco,FALSE
2015-08-20,232,panc,spoc,1,Displace,Submission only,panc,spoc,FALSE
2015-08-20,232,pean,wokb,1,Charge,Facial threat,pean,wokb,FALSE
2015-08-20,232,phoe,holl,1,Displace,Submission only,phoe,holl,FALSE
2015-08-20,232,sash,ging,1,Displace,Submission only,sash,ging,FALSE
2015-08-20,232,sash,holl,1,Displace,Submission only,sash,holl,FALSE
2015-08-20,232,sash,cola,1,Facial threat,Submission only,sash,cola,FALSE
2015-08-20,232,sash,saff,1,Displace,Submission only,sash,saff,FALSE
2015-08-20,232,scar,lucy,1,Supplant,Submission only,scar,lucy,FALSE
2015-08-20,232,spoc,carm,1,Displace,Submission only,spoc,carm,FALSE
2015-08-20,232,spoc,phoe,1,Charge,Facial threat,spoc,phoe,FALSE
2015-08-20,232,spoc,gizm,1,Physical contact,Facial threat,spoc,gizm,FALSE
2015-08-20,232,talu,flo,1,Displace,Submission only,talu,flo,FALSE
2015-08-20,232,tyle,flyn,1,Charge,Submission only,tyle,flyn,FALSE
2015-08-20,232,wokb,daen,1,Charge,Charge,wokb,daen,FALSE
2015-08-20,232,wolo,cact,1,Physical contact,Submission only,wolo,cact,FALSE
2015-08-20,232,cind,dori,2,Charge,Chase,dori,cind,FALSE
2015-08-20,232,fay,oreo,2,Displace,Submission only,oreo,fay,FALSE
2015-08-20,232,gizm,pean,2,Physical contact,Physical contact,pean,gizm,FALSE
2015-08-21,233,cact,daen,1,Charge,Submission only,cact,daen,FALSE
2015-08-21,233,carm,dori,1,Charge,Facial threat,carm,dori,FALSE
2015-08-21,233,carm,gizm,1,Charge,Lunge,carm,gizm,FALSE
2015-08-21,233,coco,cind,1,Charge,Submission only,coco,cind,FALSE
2015-08-21,233,coco,cind,1,Displace,Submission only,coco,cind,FALSE
2015-08-21,233,coco,lore,1,Displace,Submission only,coco,lore,FALSE
2015-08-21,233,coco,flo,1,Displace,Submission only,coco,flo,FALSE
2015-08-21,233,coco,cind,1,Charge,Submission only,coco,cind,FALSE
2015-08-21,233,coco,hect,1,Displace,Submission only,coco,hect,FALSE
2015-08-21,233,coco,fent,1,Charge,Submission only,coco,fent,FALSE
2015-08-21,233,dori,flyn,1,Vocal threat,Unknown,dori,flyn,FALSE
2015-08-21,233,flo,dori,1,Charge,Submission only,flo,dori,FALSE
2015-08-21,233,holl,flo,1,Physical contact,Submission only,holl,flo,FALSE
2015-08-21,233,lucy,dori,1,Displace,Submission only,lucy,dori,FALSE
2015-08-21,233,lucy,phoe,1,Charge,Submission only,lucy,phoe,FALSE
2015-08-21,233,mori,tyle,1,Displace,Vocal threat,mori,tyle,FALSE
2015-08-21,233,oreo,pean,1,Displace,Submission only,oreo,pean,FALSE
2015-08-21,233,panc,uthe,1,Displace,Submission only,panc,uthe,FALSE
2015-08-21,233,panc,uthe,1,Displace,Submission only,panc,uthe,FALSE
2015-08-21,233,panc,uthe,1,Displace,Submission only,panc,uthe,FALSE
2015-08-21,233,panc,uthe,1,Vocal threat,Facial threat,panc,uthe,FALSE
2015-08-21,233,panc,uthe,1,Displace,Submission only,panc,uthe,FALSE
2015-08-21,233,panc,gimp,1,Displace,Submission only,panc,gimp,FALSE
2015-08-21,233,phoe,flo,1,Supplant,Submission only,phoe,flo,FALSE
2015-08-21,233,saff,cola,1,Charge,Submission only,saff,cola,FALSE
2015-08-21,233,saff,coco,1,Physical contact,Submission only,saff,coco,FALSE
2015-08-21,233,sash,wokb,1,Displace,Submission only,sash,wokb,FALSE
2015-08-21,233,sash,carm,1,Displace,Submission only,sash,carm,FALSE
2015-08-21,233,sash,saff,1,Displace,Submission only,sash,saff,FALSE
2015-08-21,233,sash,saff,1,Displace,Submission only,sash,saff,FALSE
2015-08-21,233,sash,puck,1,Displace,Submission only,sash,puck,FALSE
2015-08-21,233,scar,gizm,1,Displace,Submission only,scar,gizm,FALSE
2015-08-21,233,spoc,ring,1,Charge,Unknown,spoc,ring,FALSE
2015-08-21,233,wokb,ocea,1,Displace,Submission only,wokb,ocea,FALSE
2015-08-21,233,ging,cind,2,Facial threat,Ignore,cind,ging,FALSE
2015-08-21,233,flyn,lucy,2,Displace,Facial threat,lucy,flyn,FALSE
2015-08-21,233,oreo,swee,2,Physical contact,Submission only,swee,oreo,FALSE
2015-08-21,233,carm,gizm,3,Facial threat,Unknown,gizm,carm,TRUE
2015-08-21,233,raje,uthe,3,Charge,Lunge,uthe,raje,TRUE
2015-08-24,236,coco,hect,1,Charge,Submission only,coco,hect,FALSE
2015-08-24,236,coco,lore,1,Physical contact,Submission only,coco,lore,FALSE
2015-08-24,236,coco,oreo,1,Physical contact,Submission only,coco,oreo,FALSE
2015-08-24,236,fay,cind,1,Physical contact,Submission only,fay,cind,FALSE
2015-08-24,236,flyn,spoc,1,Facial threat,Facial threat,flyn,spoc,FALSE
2015-08-24,236,flyn,saff,1,Facial threat,Submission only,flyn,saff,FALSE
2015-08-24,236,gimp,cind,1,Displace,Submission only,gimp,cind,FALSE
2015-08-24,236,lucy,fay,1,Displace,Submission only,lucy,fay,FALSE
2015-08-24,236,lucy,gizm,1,Physical contact,Facial threat,lucy,gizm,FALSE
2015-08-24,236,lucy,phoe,1,Vocal threat,Facial threat,lucy,phoe,FALSE
2015-08-24,236,mori,puck,1,Chase,Submission only,mori,puck,FALSE
2015-08-24,236,mori,fina,1,Displace,Submission only,mori,fina,FALSE
2015-08-24,236,mori,talu,1,Displace,Submission only,mori,talu,FALSE
2015-08-24,236,panc,gizm,1,Displace,Submission only,panc,gizm,FALSE
2015-08-24,236,puck,daen,1,Charge,Submission only,puck,daen,FALSE
2015-08-24,236,raje,oreo,1,Displace,Submission only,raje,oreo,FALSE
2015-08-24,236,ring,cola,1,Displace,Submission only,ring,cola,FALSE
2015-08-24,236,ring,spoc,1,Facial threat,Submission only,ring,spoc,FALSE
2015-08-24,236,ring,sash,1,Displace,Submission only,ring,sash,FALSE
2015-08-24,236,saff,cola,1,Facial threat,Submission only,saff,cola,FALSE
2015-08-24,236,saff,wolo,1,Displace,Submission only,saff,wolo,FALSE
2015-08-24,236,sash,coco,1,Displace,Submission only,sash,coco,FALSE
2015-08-24,236,sash,phoe,1,Displace,Submission only,sash,phoe,FALSE
2015-08-24,236,sash,phoe,1,Displace,Submission only,sash,phoe,FALSE
2015-08-24,236,sash,scar,1,Displace,Submission only,sash,scar,FALSE
2015-08-24,236,sash,hect,1,Displace,Submission only,sash,hect,FALSE
2015-08-24,236,sash,coco,1,Displace,Submission only,sash,coco,FALSE
2015-08-24,236,sash,puck,1,Vocal threat,Submission only,sash,puck,FALSE
2015-08-24,236,sash,coco,1,Displace,Submission only,sash,coco,FALSE
2015-08-24,236,scar,lucy,1,Displace,Submission only,scar,lucy,FALSE
2015-08-24,236,spoc,ocea,1,Displace,Submission only,spoc,ocea,FALSE
2015-08-24,236,spoc,omni,1,Physical contact,Submission only,spoc,omni,FALSE
2015-08-24,236,spoc,saff,1,Vocal threat,Submission only,spoc,saff,FALSE
2015-08-24,236,wolo,cact,1,Vocal threat,Displace,wolo,cact,FALSE
2015-08-24,236,dori,pean,2,Physical contact,Lunge,pean,dori,FALSE
2015-08-24,236,spoc,saff,2,Facial threat,Ignore,saff,spoc,FALSE
2015-08-24,236,cola,wokb,3,Charge,Physical contact,wokb,cola,TRUE
2015-08-25,237,cola,flo,1,Chase,Displace,cola,flo,FALSE
2015-08-25,237,mori,uthe,1,Chase,Vocal threat,mori,uthe,FALSE
2015-08-25,237,sash,coco,1,Chase,Vocal threat,sash,coco,FALSE
2015-08-25,237,talu,raje,1,Chase,Lunge,talu,raje,FALSE
2015-08-25,237,tyle,flyn,1,Chase,Lunge,tyle,flyn,FALSE
2015-08-25,237,coco,gimp,2,Chase,Chase,gimp,coco,FALSE
2015-08-25,237,mori,ring,2,Displace,Chase,ring,mori,FALSE
2015-08-26,238,carm,gizm,1,Charge,Charge,carm,gizm,FALSE
2015-08-26,238,cind,fina,1,Physical contact,Submission only,cind,fina,FALSE
2015-08-26,238,coco,flo,1,Supplant,Submission only,coco,flo,FALSE
2015-08-26,238,gimp,omni,1,Charge,Submission only,gimp,omni,FALSE
2015-08-26,238,ging,ring,1,Chase,Submission only,ging,ring,FALSE
2015-08-26,238,lucy,funk,1,Supplant,Submission only,lucy,funk,FALSE
2015-08-26,238,lucy,cind,1,Physical contact,Submission only,lucy,cind,FALSE
2015-08-26,238,lucy,omni,1,Unknown,Submission only,lucy,omni,FALSE
2015-08-26,238,lucy,dori,1,Physical contact,Submission only,lucy,dori,FALSE
2015-08-26,238,mori,oreo,1,Charge,Submission only,mori,oreo,FALSE
2015-08-26,238,mori,talu,1,Displace,Submission only,mori,talu,FALSE
2015-08-26,238,ring,holl,1,Displace,Facial threat,ring,holl,FALSE
2015-08-26,238,saff,omni,1,Physical contact,Submission only,saff,omni,FALSE
2015-08-26,238,sash,holl,1,Displace,Submission only,sash,holl,FALSE
2015-08-26,238,sash,cind,1,Supplant,Submission only,sash,cind,FALSE
2015-08-26,238,sash,coco,1,Supplant,Submission only,sash,coco,FALSE
2015-08-26,238,sash,cola,1,Supplant,Submission only,sash,cola,FALSE
2015-08-26,238,sash,coco,1,Displace,Submission only,sash,coco,FALSE
2015-08-26,238,sash,holl,1,Displace,Submission only,sash,holl,FALSE
2015-08-26,238,sash,holl,1,Displace,Submission only,sash,holl,FALSE
2015-08-26,238,sash,fay,1,Displace,Submission only,sash,fay,FALSE
2015-08-26,238,tyle,flo,1,Physical contact,Submission only,tyle,flo,FALSE
2015-08-26,238,uthe,mori,1,Chase,Submission only,uthe,mori,FALSE
2015-08-26,238,gimp,holl,2,Physical contact,Physical contact,holl,gimp,FALSE
2015-08-26,238,talu,oreo,2,Chase,Chase,oreo,talu,FALSE
2015-08-26,238,panc,scar,2,Charge,Charge,scar,panc,FALSE
2015-08-27,239,carm,dori,1,Supplant,Submission only,carm,dori,FALSE
2015-08-27,239,carm,gizm,1,Physical contact,Charge,carm,gizm,FALSE
2015-08-27,239,carm,uthe,1,Chase,Submission only,carm,uthe,FALSE
2015-08-27,239,coco,gimp,1,Chase,Submission only,coco,gimp,FALSE
2015-08-27,239,cola,cact,1,Physical contact,Submission only,cola,cact,FALSE
2015-08-27,239,fay,ging,1,Displace,Vocal threat,fay,ging,FALSE
2015-08-27,239,flyn,fay,1,Displace,Submission only,flyn,fay,FALSE
2015-08-27,239,ging,dori,1,Charge,Submission only,ging,dori,FALSE
2015-08-27,239,ging,talu,1,Facial threat,Facial threat,ging,talu,FALSE
2015-08-27,239,ging,talu,1,Facial threat,Submission only,ging,talu,FALSE
2015-08-27,239,lucy,fay,1,Charge,Submission only,lucy,fay,FALSE
2015-08-27,239,lucy,flo,1,Supplant,Submission only,lucy,flo,FALSE
2015-08-27,239,lucy,fay,1,Displace,Submission only,lucy,fay,FALSE
2015-08-27,239,lucy,fay,1,Facial threat,Submission only,lucy,fay,FALSE
2015-08-27,239,mori,flyn,1,Physical contact,Submission only,mori,flyn,FALSE
2015-08-27,239,mori,tyle,1,Displace,Submission only,mori,tyle,FALSE
2015-08-27,239,panc,uthe,1,Displace,Submission only,panc,uthe,FALSE
2015-08-27,239,raje,panc,1,Chase,Submission only,raje,panc,FALSE
2015-08-27,239,sash,dori,1,Displace,Submission only,sash,dori,FALSE
2015-08-27,239,sash,lucy,1,Charge,Submission only,sash,lucy,FALSE
2015-08-27,239,sash,flo,1,Displace,Submission only,sash,flo,FALSE
2015-08-27,239,sash,daen,1,Chase,Submission only,sash,daen,FALSE
2015-08-27,239,talu,tyle,1,Displace,Submission only,talu,tyle,FALSE
2015-08-27,239,tyle,carm,1,Displace,Submission only,tyle,carm,FALSE
2015-08-27,239,ring,fay,2,Physical contact,Displace,fay,ring,FALSE
2015-08-27,239,ring,hect,2,Displace,Chase,hect,ring,FALSE
2015-08-27,239,mori,talu,2,Facial threat,Chase,talu,mori,FALSE
2015-08-27,239,oreo,wolo,2,Facial threat,Charge,wolo,oreo,FALSE
2015-08-27,239,ring,mori,3,Charge,Facial threat,mori,ring,TRUE
2015-08-28,240,fent,saff,1,Physical contact,Submission only,fent,saff,FALSE
2015-08-28,240,fent,ging,1,Vocal threat,Submission only,fent,ging,FALSE
2015-08-28,240,flyn,ring,1,Displace,Lunge,flyn,ring,FALSE
2015-08-28,240,flyn,coco,1,Displace,Submission only,flyn,coco,FALSE
2015-08-28,240,gimp,oreo,1,Charge,Facial threat,gimp,oreo,FALSE
2015-08-28,240,lore,funk,1,Vocal threat,Submission only,lore,funk,FALSE
2015-08-28,240,lucy,oreo,1,Vocal threat,Submission only,lucy,oreo,FALSE
2015-08-28,240,lucy,cind,1,Displace,Submission only,lucy,cind,FALSE
2015-08-28,240,panc,cind,1,Supplant,Submission only,panc,cind,FALSE
2015-08-28,240,panc,cind,1,Displace,Submission only,panc,cind,FALSE
2015-08-28,240,phoe,cola,1,Unknown,Submission only,phoe,cola,FALSE
2015-08-28,240,phoe,carm,1,Charge,Facial threat,phoe,carm,FALSE
2015-08-28,240,sash,gimp,1,Displace,Submission only,sash,gimp,FALSE
2015-08-28,240,sash,daen,1,Displace,Submission only,sash,daen,FALSE
2015-08-28,240,sash,lucy,1,Displace,Submission only,sash,lucy,FALSE
2015-08-28,240,sash,coco,1,Displace,Submission only,sash,coco,FALSE
2015-08-28,240,scar,coco,1,Displace,Submission only,scar,coco,FALSE
2015-08-28,240,ring,mori,2,Vocal threat,Lunge,mori,ring,FALSE
2015-08-28,240,lucy,oreo,2,Facial threat,Ignore,oreo,lucy,FALSE
2015-08-28,240,cind,talu,2,Vocal threat,Facial threat,talu,cind,FALSE
2015-08-28,240,cind,raje,3,Vocal threat,Lunge,raje,cind,TRUE
2015-09-04,247,cind,wolo,1,Vocal threat,Submission only,cind,wolo,FALSE
2015-09-04,247,coco,lucy,1,Displace,Submission only,coco,lucy,FALSE
2015-09-04,247,coco,oreo,1,Facial threat,Submission only,coco,oreo,FALSE
2015-09-04,247,gizm,pean,1,Charge,Submission only,gizm,pean,FALSE
2015-09-04,247,holl,carm,1,Supplant,Submission only,holl,carm,FALSE
2015-09-04,247,holl,wolo,1,Charge,Facial threat,holl,wolo,FALSE
2015-09-04,247,mori,daen,1,Lunge,Submission only,mori,daen,FALSE
2015-09-04,247,mori,ring,1,Supplant,Submission only,mori,ring,FALSE
2015-09-04,247,mori,wolo,1,Displace,Submission only,mori,wolo,FALSE
2015-09-04,247,mori,uthe,1,Displace,Submission only,mori,uthe,FALSE
2015-09-04,247,mori,ring,1,Facial threat,Facial threat,mori,ring,FALSE
2015-09-04,247,mori,gimp,1,Displace,Submission only,mori,gimp,FALSE
2015-09-04,247,mori,coco,1,Chase,Facial threat,mori,coco,FALSE
2015-09-04,247,panc,tyle,1,Supplant,Submission only,panc,tyle,FALSE
2015-09-04,247,panc,phoe,1,Supplant,Submission only,panc,phoe,FALSE
2015-09-04,247,panc,flyn,1,Chase,Submission only,panc,flyn,FALSE
2015-09-04,247,panc,gimp,1,Displace,Submission only,panc,gimp,FALSE
2015-09-04,247,saff,gimp,1,Chase,Facial threat,saff,gimp,FALSE
2015-09-04,247,sash,coco,1,Displace,Submission only,sash,coco,FALSE
2015-09-04,247,sash,carm,1,Displace,Submission only,sash,carm,FALSE
2015-09-04,247,sash,puck,1,Displace,Submission only,sash,puck,FALSE
2015-09-04,247,scar,mori,1,Facial threat,Submission only,scar,mori,FALSE
2015-09-04,247,tyle,ring,1,Charge,Submission only,tyle,ring,FALSE
2015-09-04,247,hect,swee,2,Facial threat,Charge,swee,hect,FALSE
2015-09-08,251,carm,flo,1,Lunge,Lunge,carm,flo,FALSE
2015-09-08,251,dori,wokb,1,Displace,Submission only,dori,wokb,FALSE
2015-09-08,251,flyn,lucy,1,Displace,Facial threat,flyn,lucy,FALSE
2015-09-08,251,mori,raje,1,Supplant,Submission only,mori,raje,FALSE
2015-09-08,251,saff,cind,1,Displace,Submission only,saff,cind,FALSE
2015-09-08,251,sash,cact,1,Physical contact,Submission only,sash,cact,FALSE
2015-09-08,251,sash,dori,1,Displace,Submission only,sash,dori,FALSE
2015-09-08,251,tyle,talu,1,Charge,Facial threat,tyle,talu,FALSE
2015-09-08,251,tyle,talu,1,Facial threat,Facial threat,tyle,talu,FALSE
2015-09-08,251,flo,carm,2,Facial threat,Ignore,carm,flo,FALSE
2015-09-08,251,oreo,gats,2,Displace,Submission only,gats,oreo,FALSE
2015-09-08,251,talu,mori,2,Facial threat,Facial threat,mori,talu,FALSE
2015-09-08,251,saff,spoc,2,Facial threat,Ignore,spoc,saff,FALSE
2015-09-08,251,raje,uthe,2,Charge,Charge,uthe,raje,FALSE
2015-09-10,253,fay,wokb,1,Chase,Facial threat,fay,wokb,FALSE
2015-09-10,253,panc,uthe,1,Displace,Vocal threat,panc,uthe,FALSE
2015-09-10,253,panc,uthe,1,Chase,Lunge,panc,uthe,FALSE
2015-09-10,253,ring,mori,1,Chase,Lunge,ring,mori,FALSE
2015-09-10,253,sash,coco,1,Displace,Submission only,sash,coco,FALSE
2015-09-10,253,uthe,carm,1,Chase,Submission only,uthe,carm,FALSE
2015-09-11,254,flyn,mori,1,Supplant,Submission only,flyn,mori,FALSE
2015-09-11,254,flyn,mori,1,Displace,Facial threat,flyn,mori,FALSE
2015-09-11,254,holl,fent,1,Lunge,Lunge,holl,fent,FALSE
2015-09-11,254,mori,flyn,1,Chase,Submission only,mori,flyn,FALSE
2015-09-11,254,mori,flyn,1,Chase,Submission only,mori,flyn,FALSE
2015-09-11,254,panc,gimp,1,Displace,Submission only,panc,gimp,FALSE
2015-09-11,254,panc,talu,1,Displace,Submission only,panc,talu,FALSE
2015-09-11,254,ring,mori,1,Supplant,Submission only,ring,mori,FALSE
2015-09-11,254,sash,flo,1,Displace,Submission only,sash,flo,FALSE
2015-09-11,254,talu,gizm,1,Chase,Facial threat,talu,gizm,FALSE
2015-09-11,254,flyn,mori,2,Chase,Physical contact,mori,flyn,FALSE
2015-09-14,257,coco,dori,1,Vocal threat,Submission only,coco,dori,FALSE
2015-09-14,257,coco,pean,1,Charge,Submission only,coco,pean,FALSE
2015-09-14,257,coco,lucy,1,Displace,Submission only,coco,lucy,FALSE
2015-09-14,257,dori,uthe,1,Charge,Unknown,dori,uthe,FALSE
2015-09-14,257,fay,holl,1,Charge,Submission only,fay,holl,FALSE
2015-09-14,257,flyn,panc,1,Displace,Submission only,flyn,panc,FALSE
2015-09-14,257,flyn,spoc,1,Facial threat,Submission only,flyn,spoc,FALSE
2015-09-14,257,gimp,flo,1,Charge,Submission only,gimp,flo,FALSE
2015-09-14,257,lucy,pean,1,Physical contact,Facial threat,lucy,pean,FALSE
2015-09-14,257,lucy,daen,1,Displace,Submission only,lucy,daen,FALSE
2015-09-14,257,panc,uthe,1,Displace,Submission only,panc,uthe,FALSE
2015-09-14,257,panc,talu,1,Displace,Submission only,panc,talu,FALSE
2015-09-14,257,panc,holl,1,Charge,Submission only,panc,holl,FALSE
2015-09-14,257,panc,fent,1,Facial threat,Submission only,panc,fent,FALSE
2015-09-14,257,sash,gats,1,Displace,Submission only,sash,gats,FALSE
2015-09-14,257,sash,ocea,1,Displace,Submission only,sash,ocea,FALSE
2015-09-14,257,sash,ocea,1,Displace,Submission only,sash,ocea,FALSE
2015-09-14,257,sash,lucy,1,Displace,Submission only,sash,lucy,FALSE
2015-09-14,257,sash,coco,1,Displace,Submission only,sash,coco,FALSE
2015-09-14,257,spoc,gats,1,Displace,Submission only,spoc,gats,FALSE
2015-09-14,257,sash,talu,3,Facial threat,Facial threat,talu,sash,TRUE
2015-09-15,258,cact,flyn,1,Charge,Lunge,cact,flyn,FALSE
2015-09-15,258,coco,cind,1,Chase,Submission only,coco,cind,FALSE
2015-09-15,258,coco,fent,1,Vocal threat,Submission only,coco,fent,FALSE
2015-09-15,258,coco,flo,1,Displace,Submission only,coco,flo,FALSE
2015-09-15,258,fent,hect,1,Physical contact,Submission only,fent,hect,FALSE
2015-09-15,258,flyn,wokb,1,Displace,Submission only,flyn,wokb,FALSE
2015-09-15,258,gizm,flo,1,Charge,Submission only,gizm,flo,FALSE
2015-09-15,258,gizm,cind,1,Vocal threat,Submission only,gizm,cind,FALSE
2015-09-15,258,holl,oreo,1,Physical contact,Charge,holl,oreo,FALSE
2015-09-15,258,lucy,fay,1,Supplant,Submission only,lucy,fay,FALSE
2015-09-15,258,lucy,ocea,1,Displace,Submission only,lucy,ocea,FALSE
2015-09-15,258,mori,dori,1,Displace,Facial threat,mori,dori,FALSE
2015-09-15,258,panc,fay,1,Physical contact,Submission only,panc,fay,FALSE
2015-09-15,258,panc,gizm,1,Unknown,Submission only,panc,gizm,FALSE
2015-09-15,258,phoe,gizm,1,Facial threat,Submission only,phoe,gizm,FALSE
2015-09-15,258,ring,hect,1,Displace,Submission only,ring,hect,FALSE
2015-09-15,258,sash,lucy,1,Supplant,Submission only,sash,lucy,FALSE
2015-09-15,258,sash,carm,1,Displace,Submission only,sash,carm,FALSE
2015-09-15,258,sash,wokb,1,Displace,Submission only,sash,wokb,FALSE
2015-09-15,258,sash,lucy,1,Displace,Submission only,sash,lucy,FALSE
2015-09-15,258,socr,cola,1,Charge,Submission only,socr,cola,FALSE
2015-09-15,258,spoc,fent,1,Physical contact,Submission only,spoc,fent,FALSE
2015-09-15,258,tyle,gimp,1,Physical contact,Facial threat,tyle,gimp,FALSE
2015-09-15,258,tyle,dori,1,Physical contact,Submission only,tyle,dori,FALSE
2015-09-15,258,dori,fina,2,Displace,Charge,fina,dori,FALSE
2015-09-15,258,gizm,holl,2,Charge,Submission only,holl,gizm,FALSE
2015-09-15,258,fent,talu,3,Facial threat,Facial threat,talu,fent,TRUE
2015-09-15,258,wokb,panc,3,Facial threat,Ignore,panc,wokb,TRUE
2015-09-16,259,coco,fent,1,Physical contact,Submission only,coco,fent,FALSE
2015-09-16,259,fina,ging,1,Charge,Unknown,fina,ging,FALSE
2015-09-16,259,flyn,mori,1,Supplant,Submission only,flyn,mori,FALSE
2015-09-16,259,flyn,spoc,1,Facial threat,Submission only,flyn,spoc,FALSE
2015-09-16,259,flyn,omni,1,Displace,Submission only,flyn,omni,FALSE
2015-09-16,259,gimp,hect,1,Displace,Submission only,gimp,hect,FALSE
2015-09-16,259,gimp,flyn,1,Chase,Facial threat,gimp,flyn,FALSE
2015-09-16,259,gizm,daen,1,Vocal threat,Submission only,gizm,daen,FALSE
2015-09-16,259,hect,wolo,1,Displace,Submission only,hect,wolo,FALSE
2015-09-16,259,holl,daen,1,Lunge,Unknown,holl,daen,FALSE
2015-09-16,259,lore,carm,1,Charge,Facial threat,lore,carm,FALSE
2015-09-16,259,lucy,ocea,1,Supplant,Submission only,lucy,ocea,FALSE
2015-09-16,259,mori,gizm,1,Displace,Submission only,mori,gizm,FALSE
2015-09-16,259,pean,flo,1,Facial threat,Submission only,pean,flo,FALSE
2015-09-16,259,phoe,flyn,1,Charge,Unknown,phoe,flyn,FALSE
2015-09-16,259,sash,hect,1,Displace,Submission only,sash,hect,FALSE
2015-09-16,259,sash,pean,1,Vocal threat,Submission only,sash,pean,FALSE
2015-09-16,259,socr,lucy,1,Displace,Submission only,socr,lucy,FALSE
2015-09-16,259,socr,lore,1,Displace,Submission only,socr,lore,FALSE
2015-09-16,259,socr,cind,1,Displace,Submission only,socr,cind,FALSE
2015-09-16,259,socr,gizm,1,Charge,Submission only,socr,gizm,FALSE
2015-09-16,259,spoc,oreo,1,Charge,Submission only,spoc,oreo,FALSE
2015-09-16,259,uthe,fina,1,Displace,Submission only,uthe,fina,FALSE
2015-09-16,259,uthe,fent,1,Displace,Submission only,uthe,fent,FALSE
2015-09-16,259,wokb,mori,1,Chase,Submission only,wokb,mori,FALSE
2015-09-16,259,mori,pean,2,Physical contact,Facial threat,pean,mori,FALSE
2015-09-16,259,coco,saff,2,Physical contact,Facial threat,saff,coco,FALSE
2015-09-16,259,fent,swee,2,Physical contact,Charge,swee,fent,FALSE
2015-09-16,259,panc,talu,3,Facial threat,Facial threat,talu,panc,TRUE
2015-09-17,260,coco,saff,1,Physical contact,Submission only,coco,saff,FALSE
2015-09-17,260,dori,ocea,1,Displace,Submission only,dori,ocea,FALSE
2015-09-17,260,flo,dori,1,Lunge,Facial threat,flo,dori,FALSE
2015-09-17,260,holl,carm,1,Supplant,Submission only,holl,carm,FALSE
2015-09-17,260,holl,dori,1,Charge,Submission only,holl,dori,FALSE
2015-09-17,260,mori,uthe,1,Displace,Submission only,mori,uthe,FALSE
2015-09-17,260,mori,ring,1,Displace,Submission only,mori,ring,FALSE
2015-09-17,260,mori,flyn,1,Displace,Submission only,mori,flyn,FALSE
2015-09-17,260,panc,carm,1,Physical contact,Facial threat,panc,carm,FALSE
2015-09-17,260,panc,ring,1,Displace,Submission only,panc,ring,FALSE
2015-09-17,260,panc,talu,1,Facial threat,Submission only,panc,talu,FALSE
2015-09-17,260,raje,talu,1,Facial threat,Facial threat,raje,talu,FALSE
2015-09-17,260,sash,lucy,1,Supplant,Submission only,sash,lucy,FALSE
2015-09-17,260,sash,phoe,1,Displace,Submission only,sash,phoe,FALSE
2015-09-17,260,sash,lucy,1,Displace,Submission only,sash,lucy,FALSE
2015-09-17,260,tyle,talu,1,Displace,Submission only,tyle,talu,FALSE
2015-09-17,260,spoc,socr,2,Physical contact,Physical contact,socr,spoc,FALSE
2015-09-17,260,flyn,wokb,2,Charge,Charge,wokb,flyn,FALSE
2015-09-18,261,coco,ocea,1,Displace,Submission only,coco,ocea,FALSE
2015-09-18,261,dori,wokb,1,Chase,Submission only,dori,wokb,FALSE
2015-09-18,261,dori,wokb,1,Displace,Submission only,dori,wokb,FALSE
2015-09-18,261,fay,ocea,1,Displace,Submission only,fay,ocea,FALSE
2015-09-18,261,fent,carm,1,Physical contact,Physical contact,fent,carm,FALSE
2015-09-18,261,fent,dori,1,Charge,Facial threat,fent,dori,FALSE
2015-09-18,261,fina,cact,1,Charge,Facial threat,fina,cact,FALSE
2015-09-18,261,gimp,fent,1,Facial threat,Submission only,gimp,fent,FALSE
2015-09-18,261,gimp,gats,1,Displace,Submission only,gimp,gats,FALSE
2015-09-18,261,gimp,phoe,1,Facial threat,Facial threat,gimp,phoe,FALSE
2015-09-18,261,ging,carm,1,Charge,Submission only,ging,carm,FALSE
